,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn
6367,Male,0,No,No,70,No,Yes,No,Yes,Yes,No,Yes,Two year,48.4,3442.8,0
5018,Female,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.7,1379.8,0
6897,Male,0,No,No,62,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,80.4,4981.15,0
1259,Female,1,No,No,46,Yes,No,Yes,No,No,Yes,Yes,One year,95.25,4424.2,1
3345,Female,0,Yes,No,72,Yes,No,Yes,Yes,No,Yes,Yes,One year,101.35,7323.15,0
2971,Female,0,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.3,5194.05,0
6043,Male,0,No,No,3,No,No,No,Yes,No,Yes,No,Month-to-month,40.15,130.75,1
4073,Male,0,Yes,Yes,14,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,65.45,937.6,1
5419,Female,1,Yes,No,72,Yes,Yes,No,No,No,No,No,Two year,78.5,5602.25,0
3483,Female,0,No,No,18,Yes,No,Yes,Yes,No,No,No,Month-to-month,77.8,1358.6,0
5815,Male,1,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,85.05,746.5,1
5270,Male,0,No,Yes,40,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.25,2139.2,1
1405,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,76.0,76.0,1
5619,Female,1,Yes,No,20,Yes,No,No,No,No,Yes,Yes,One year,91.0,1859.5,0
5876,Female,1,No,No,1,Yes,No,Yes,No,No,No,Yes,Month-to-month,86.0,86.0,1
2596,Female,0,Yes,Yes,21,Yes,No,Yes,No,No,Yes,No,One year,58.85,1215.45,0
4845,Male,0,Yes,Yes,20,No,Yes,No,Yes,Yes,No,No,Two year,39.4,825.4,0
1941,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,Month-to-month,54.65,189.1,0
4202,Male,0,Yes,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.6,189.45,0
6477,Male,1,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,109.55,7920.7,0
857,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,50.8,50.8,1
4403,Female,0,Yes,Yes,32,Yes,No,Yes,Yes,No,No,No,Month-to-month,62.45,2045.55,0
1462,Male,0,Yes,No,36,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.0,666.75,0
905,Male,1,No,No,9,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.5,918.6,1
1930,Male,0,No,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.5,76.95,0
1167,Male,0,No,No,26,Yes,No,No,No,No,No,No,One year,51.55,1295.4,0
6593,Male,0,Yes,No,55,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,54.55,2978.3,1
3119,Female,1,Yes,No,32,Yes,No,No,No,No,Yes,No,Month-to-month,85.95,2628.6,1
6877,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.7,69.7,1
4532,Female,0,No,No,15,Yes,No,Yes,No,No,No,No,Month-to-month,79.75,1111.85,1
2323,Female,0,No,No,29,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.6,2933.2,1
5848,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,103.95,7517.7,0
534,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,85.0,85.0,1
3743,Male,0,No,Yes,4,Yes,Yes,No,No,No,No,No,Month-to-month,49.35,219.65,1
5585,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.3,19.3,1
5553,Male,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,55.7,55.7,1
6843,Female,0,Yes,No,9,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,91.75,865.8,1
6166,Female,0,Yes,Yes,31,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,104.2,3243.45,1
6391,Male,0,Yes,Yes,38,Yes,No,Yes,Yes,No,Yes,Yes,One year,78.95,2862.55,0
1686,Female,0,Yes,Yes,26,Yes,No,Yes,No,Yes,No,No,Month-to-month,60.05,1616.15,1
3665,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,No,Yes,No,Two year,99.0,6994.6,0
5251,Female,1,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,69.05,318.5,1
6893,Female,0,Yes,Yes,6,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.9,365.35,1
1636,Female,0,No,No,48,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.35,1133.7,0
4059,Female,0,Yes,Yes,2,Yes,No,No,No,No,Yes,Yes,Month-to-month,65.7,134.35,1
4418,Male,0,Yes,No,58,Yes,Yes,Yes,Yes,No,No,No,One year,60.3,3563.8,1
3790,Male,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.3,28.3,1
6249,Male,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,74.5,217.45,0
1586,Female,0,Yes,Yes,68,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,109.05,7508.55,0
5730,Male,0,No,No,67,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.8,1311.3,0
2269,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.9,70.9,1
4018,Female,0,Yes,Yes,7,Yes,Yes,Yes,Yes,No,Yes,No,One year,69.45,477.05,0
5753,Male,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.9,33.7,0
6785,Male,0,No,No,61,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,111.6,6876.05,1
128,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.75,19.75,0
5322,Female,0,Yes,No,26,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,81.9,2078.55,0
1286,Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,One year,74.1,74.1,0
2324,Female,1,Yes,No,15,Yes,No,No,Yes,Yes,No,No,Month-to-month,83.05,1258.3,1
4691,Female,1,Yes,No,56,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.65,5688.05,1
6718,Male,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,75.0,209.1,1
5167,Female,0,Yes,No,57,Yes,Yes,Yes,No,Yes,Yes,No,Two year,70.35,4124.65,0
3453,Female,0,Yes,No,70,Yes,No,No,Yes,No,Yes,Yes,One year,97.65,6982.5,0
3153,Female,0,No,No,23,Yes,Yes,No,No,No,No,No,Month-to-month,54.4,1249.25,0
4856,Female,0,Yes,Yes,31,Yes,No,Yes,No,No,No,Yes,Month-to-month,91.15,2995.45,1
3332,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,46.3,46.3,1
4338,Male,1,No,No,5,No,No,No,Yes,Yes,Yes,No,Month-to-month,45.4,214.75,0
3890,Female,0,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,109.25,8109.8,1
6535,Male,0,No,No,35,Yes,No,Yes,Yes,No,Yes,Yes,One year,102.35,3626.1,1
6447,Male,0,No,No,60,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,79.0,4801.1,0
3912,Female,0,Yes,Yes,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,115.25,6758.45,0
2770,Male,0,Yes,Yes,17,Yes,No,No,No,No,Yes,Yes,Month-to-month,92.55,1515.1,1
1261,Female,0,Yes,No,2,Yes,Yes,No,No,Yes,No,No,Month-to-month,80.15,194.55,0
4445,Female,0,No,No,63,Yes,Yes,Yes,Yes,No,Yes,No,Two year,98.0,6218.45,0
488,Female,0,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,No,Two year,52.55,,0
3147,Female,0,Yes,No,15,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,101.75,1669.4,0
4634,Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,18.75,53.15,0
4062,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.5,70.5,1
5279,Male,0,Yes,Yes,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,1790.15,0
850,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,115.8,8476.5,0
3814,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,88.7,6301.7,0
4035,Male,0,Yes,Yes,52,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,93.25,4631.7,0
5476,Female,1,No,No,5,Yes,No,No,Yes,No,Yes,No,Month-to-month,84.85,415.55,1
6869,Female,0,Yes,Yes,45,Yes,No,Yes,No,Yes,No,No,One year,54.15,2319.8,1
1664,Female,0,No,No,46,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.05,4399.5,1
3672,Female,0,Yes,No,54,Yes,No,No,No,No,Yes,Yes,One year,70.15,3715.65,1
5043,Male,1,No,No,19,Yes,Yes,No,No,No,Yes,No,Month-to-month,90.6,1660.0,1
3925,Female,0,Yes,No,37,Yes,No,Yes,No,Yes,No,Yes,One year,72.1,2658.4,0
1325,Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.25,69.25,1
5799,Female,0,No,No,13,No,No,No,No,No,No,Yes,Month-to-month,35.1,446.1,1
1313,Male,0,Yes,No,47,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,109.55,5124.55,1
2132,Male,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.65,436.9,0
5894,Male,0,No,No,45,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.85,4740.0,1
3370,Female,0,Yes,Yes,53,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,48.7,2495.2,0
1104,Male,0,No,No,42,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.55,839.4,0
745,Female,1,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,110.8,7882.25,0
5360,Male,0,Yes,Yes,5,Yes,Yes,No,Yes,No,No,No,Month-to-month,84.5,453.75,1
5907,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.3,44.3,0
1376,Male,0,No,No,5,Yes,No,No,Yes,No,Yes,Yes,One year,70.0,347.4,1
6606,Female,0,Yes,No,38,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,105.0,4026.4,1
78,Male,1,No,No,30,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,74.75,2111.3,0
4082,Male,0,Yes,No,49,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,84.35,4059.35,1
6878,Female,0,No,No,6,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.5,573.3,1
3070,Female,0,No,No,6,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,50.95,307.6,0
4828,Female,0,No,No,39,No,No,Yes,Yes,Yes,No,No,Month-to-month,41.1,1597.05,0
5842,Female,0,No,No,13,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,78.75,995.35,0
3021,Male,0,No,No,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.95,107.05,0
4022,Female,0,No,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,18.85,163.2,0
6428,Female,0,No,No,6,Yes,No,No,No,No,No,No,Month-to-month,69.25,418.4,1
3164,Male,0,No,No,31,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,101.4,3143.65,0
5373,Male,0,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,105.25,7291.75,0
1809,Male,1,Yes,No,32,Yes,No,No,No,No,No,Yes,Month-to-month,85.0,2642.05,1
5706,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,75.7,75.7,1
2485,Female,0,No,No,14,Yes,No,No,Yes,No,No,No,Month-to-month,80.45,1072.0,1
6622,Male,0,No,No,2,Yes,No,No,No,No,No,Yes,Month-to-month,62.05,118.3,1
2237,Male,0,Yes,Yes,27,No,No,Yes,Yes,No,No,Yes,One year,45.85,1246.4,0
3121,Female,1,No,No,16,Yes,No,No,No,Yes,Yes,No,Month-to-month,59.4,1023.9,1
3662,Female,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,45.15,416.45,1
6067,Male,0,No,No,7,No,Yes,No,Yes,No,No,No,One year,35.3,264.8,0
69,Male,0,No,No,10,Yes,Yes,No,Yes,No,No,No,Month-to-month,79.85,887.35,0
2503,Male,0,Yes,Yes,44,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.6,926.0,0
4805,Male,0,Yes,Yes,52,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.55,1331.05,0
6161,Male,0,No,No,7,Yes,Yes,No,No,No,No,No,Month-to-month,74.35,533.6,0
4343,Female,1,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,75.75,606.25,1
4371,Male,0,Yes,Yes,13,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.5,343.6,0
4832,Male,0,Yes,No,32,Yes,Yes,Yes,No,Yes,No,Yes,One year,70.5,2201.75,0
2566,Female,0,Yes,Yes,65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,91.55,5963.95,0
5233,Female,0,Yes,No,8,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,101.15,842.9,1
113,Female,1,Yes,No,37,Yes,No,No,No,No,No,No,Month-to-month,76.5,2868.15,1
6317,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,79.15,79.15,1
862,Male,1,Yes,No,20,Yes,No,Yes,No,No,No,No,Month-to-month,73.65,1463.5,1
1194,Female,0,No,No,14,Yes,No,Yes,No,No,No,No,Month-to-month,50.45,765.45,0
3417,Female,0,Yes,Yes,8,Yes,No,Yes,No,Yes,No,No,Month-to-month,56.3,401.5,0
104,Male,0,Yes,No,68,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,110.0,7611.85,1
235,Male,0,No,No,2,Yes,No,Yes,No,No,No,No,Month-to-month,54.4,114.1,1
766,Male,0,No,No,22,Yes,No,Yes,No,No,No,No,Month-to-month,78.85,1600.25,0
4905,Female,0,Yes,Yes,58,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,1158.85,0
6632,Female,0,Yes,No,34,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,62.65,2274.9,1
3600,Male,1,Yes,Yes,51,Yes,No,Yes,Yes,No,No,No,Month-to-month,84.2,4146.05,1
4725,Male,0,No,No,1,Yes,No,No,Yes,Yes,No,No,Month-to-month,62.05,62.05,1
6560,Male,0,No,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,465.45,0
6468,Male,0,Yes,No,14,Yes,No,No,No,No,No,No,One year,44.6,641.25,0
3821,Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.2,74.2,1
4436,Female,0,No,Yes,19,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,60.6,1297.8,0
2697,Female,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,87.95,6365.35,0
6257,Female,1,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,73.0,73.0,1
4671,Female,0,No,No,25,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.25,2387.75,1
5603,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,48.6,48.6,1
6326,Female,0,No,No,62,No,No,Yes,Yes,No,No,Yes,Two year,43.6,2748.7,0
1917,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,89.1,6352.4,0
2985,Female,0,No,No,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.2,3914.05,0
2332,Female,0,Yes,No,47,Yes,Yes,No,Yes,No,Yes,No,One year,66.05,3021.45,0
5878,Male,0,No,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,21.2,52.05,0
4369,Male,0,No,No,3,No,No,No,No,No,No,No,Month-to-month,24.75,66.95,1
5886,Female,0,Yes,Yes,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.75,948.9,0
1702,Female,0,Yes,No,21,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,104.4,2200.25,1
1193,Female,0,No,No,47,Yes,No,No,Yes,Yes,Yes,Yes,Two year,74.45,3510.3,0
1390,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,No,Yes,Two year,68.75,4888.2,0
6752,Female,0,No,No,12,No,Yes,No,Yes,Yes,No,Yes,Two year,49.85,552.1,0
1365,Male,0,Yes,No,59,No,No,Yes,No,No,No,Yes,Month-to-month,41.05,2452.7,1
3374,Female,1,No,No,2,Yes,Yes,Yes,No,No,No,No,Month-to-month,54.85,104.2,1
799,Male,0,No,No,62,Yes,No,No,Yes,No,Yes,Yes,One year,96.75,6125.4,1
3827,Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.45,34.8,0
2428,Male,0,No,Yes,38,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,99.25,3777.15,1
210,Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,46.0,84.5,1
1317,Female,0,No,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,24.6,86.35,0
4865,Female,0,Yes,Yes,7,Yes,No,No,No,No,No,No,Month-to-month,48.8,349.8,0
408,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.9,19.9,1
5062,Female,0,Yes,No,39,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,55.9,2184.35,1
6831,Male,0,No,No,7,Yes,No,No,No,No,No,Yes,Month-to-month,86.8,620.35,1
5485,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,50.75,50.75,0
2779,Male,0,No,No,9,Yes,No,No,No,No,Yes,No,Month-to-month,85.35,758.6,1
2899,Male,0,No,No,71,No,Yes,Yes,Yes,Yes,Yes,No,Two year,53.95,3888.65,0
7037,Female,0,No,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,21.15,1419.4,0
22,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,20.15,1
4955,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.4,69.4,1
1537,Female,0,Yes,Yes,72,Yes,No,Yes,No,Yes,Yes,Yes,Two year,78.95,5730.15,0
983,Male,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,86.6,86.6,1
242,Female,0,Yes,Yes,41,Yes,Yes,No,No,Yes,Yes,Yes,One year,74.7,3187.65,0
991,Female,0,No,No,58,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.35,1423.85,0
311,Female,0,No,No,22,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,89.05,1886.25,0
568,Female,0,No,No,35,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.25,3527.6,1
5774,Male,0,No,No,5,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,65.6,339.9,0
1223,Female,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,75.9,143.35,1
2813,Male,0,No,No,68,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.55,1657.4,0
6218,Female,0,Yes,Yes,70,No,No,Yes,Yes,Yes,Yes,Yes,One year,58.4,4113.15,0
5325,Male,0,Yes,Yes,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.55,99.45,0
4027,Female,0,Yes,No,20,No,No,No,No,No,No,No,Month-to-month,24.45,482.8,1
4855,Male,0,Yes,No,64,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,104.05,6605.55,0
598,Male,0,Yes,No,51,Yes,No,Yes,No,No,No,Yes,One year,90.35,4614.55,0
5137,Male,1,No,No,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,116.5,6382.55,0
2234,Male,0,Yes,Yes,23,Yes,No,Yes,No,Yes,No,No,Two year,59.7,1414.2,0
4892,Male,1,No,No,20,Yes,No,No,No,No,Yes,No,Month-to-month,84.35,1745.2,0
1904,Male,0,No,No,56,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,94.45,5124.6,1
6924,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.35,69.35,1
1293,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,111.2,7530.8,0
474,Female,0,Yes,Yes,1,Yes,No,Yes,No,No,No,No,Month-to-month,74.7,74.7,1
5122,Female,0,Yes,Yes,27,Yes,No,Yes,No,No,No,No,Month-to-month,49.85,1336.15,0
5601,Female,0,Yes,Yes,35,No,No,No,No,Yes,Yes,No,One year,40.9,1383.6,0
1117,Male,0,No,No,52,Yes,No,No,Yes,No,No,Yes,Two year,89.45,4577.75,0
2381,Male,0,No,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.5,226.8,0
3300,Female,0,Yes,Yes,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.1,579.4,0
2222,Male,0,Yes,Yes,38,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.15,3956.7,0
4767,Male,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.85,19.85,0
6612,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,69.9,69.9,1
6884,Male,0,Yes,No,3,No,No,No,No,No,No,Yes,Month-to-month,35.15,99.75,1
762,Male,0,Yes,No,3,Yes,No,No,No,No,No,No,Month-to-month,70.3,208.85,1
1205,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.9,74.9,1
4557,Male,0,No,No,53,No,No,No,Yes,Yes,Yes,Yes,One year,54.9,3045.75,0
425,Female,1,Yes,No,55,Yes,No,No,No,No,No,No,Month-to-month,51.65,2838.55,0
1927,Male,0,Yes,Yes,47,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,107.35,5118.95,1
6484,Male,0,No,No,37,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,90.6,3358.65,0
3525,Female,1,Yes,No,50,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,95.05,4888.7,1
6267,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.1,70.1,1
6594,Male,0,No,No,14,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.05,299.3,0
4051,Female,0,Yes,No,72,Yes,No,Yes,No,No,Yes,Yes,Two year,97.7,6869.7,0
1020,Female,0,Yes,Yes,39,Yes,Yes,No,No,No,No,No,Month-to-month,51.05,2066.0,0
3616,Female,1,Yes,No,69,Yes,Yes,Yes,No,No,No,Yes,One year,87.3,6055.55,0
2730,Male,0,No,No,49,Yes,No,Yes,No,Yes,Yes,Yes,One year,106.65,5168.1,0
5511,Male,0,Yes,No,70,Yes,Yes,No,No,Yes,Yes,Yes,Two year,76.95,5289.8,0
1157,Female,1,Yes,No,62,Yes,No,Yes,Yes,No,Yes,No,One year,97.95,5936.55,0
5788,Female,0,Yes,No,4,No,No,No,No,No,No,No,Month-to-month,25.15,99.95,0
116,Female,0,No,No,36,No,Yes,No,No,No,No,No,Two year,31.05,1126.35,0
1629,Male,0,Yes,No,68,Yes,Yes,Yes,Yes,No,No,Yes,Two year,70.95,4741.45,0
1391,Male,0,Yes,No,29,Yes,No,Yes,Yes,No,No,No,Month-to-month,85.8,2440.25,0
1919,Male,0,No,No,1,Yes,No,No,Yes,No,No,No,Month-to-month,50.9,50.9,1
3829,Male,1,Yes,No,43,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,101.0,4388.4,1
2873,Male,0,No,No,25,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.7,2362.1,1
147,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.65,45.65,1
1301,Female,0,Yes,Yes,66,Yes,Yes,Yes,No,Yes,No,No,Two year,58.2,3810.8,0
3438,Male,0,Yes,No,18,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.7,1687.95,1
1292,Female,0,No,No,62,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,84.5,5193.2,0
2610,Female,0,No,Yes,39,No,No,No,Yes,No,No,No,Month-to-month,30.1,1131.3,1
3006,Male,1,No,No,14,Yes,No,No,No,No,No,No,Month-to-month,74.95,1036.75,1
3448,Male,0,Yes,Yes,4,Yes,No,No,No,Yes,No,Yes,Month-to-month,61.45,229.55,1
855,Female,0,No,Yes,62,Yes,No,No,Yes,No,Yes,Yes,One year,100.15,6413.65,1
4814,Female,0,No,No,22,Yes,No,No,No,Yes,Yes,No,Month-to-month,90.0,1993.8,1
371,Male,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,85.65,181.5,1
3888,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,80.15,80.15,1
4171,Male,0,No,No,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,18.95,185.6,1
688,Male,0,No,No,52,No,No,Yes,No,No,No,No,One year,30.1,1623.4,0
6816,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.3,70.3,1
600,Male,0,No,No,16,Yes,No,No,No,Yes,No,No,Month-to-month,74.55,1170.5,0
4755,Male,0,Yes,No,33,Yes,No,No,No,No,Yes,Yes,Month-to-month,91.25,2964.05,0
3014,Male,1,Yes,No,44,Yes,No,No,Yes,No,Yes,No,Month-to-month,89.2,4040.2,0
326,Female,1,Yes,No,11,Yes,No,No,No,Yes,Yes,No,Month-to-month,82.9,880.05,0
2535,Female,1,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,92.2,6474.45,0
5350,Male,0,Yes,Yes,53,Yes,Yes,Yes,No,No,No,Yes,Two year,69.7,3686.05,0
5991,Male,0,No,No,16,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,94.25,1483.25,1
4466,Male,0,No,No,4,Yes,No,No,No,No,No,Yes,Month-to-month,79.9,324.3,1
647,Male,0,Yes,Yes,50,Yes,No,No,Yes,Yes,Yes,No,One year,69.65,3442.15,0
